"batch_id","run_id","jcm","ccrs_mode","agent_label","step","file","line","sequence","timestamp_ms","duration_ms","previous_cell","cell","opp_ccrs_detected_count","contingency_ccrs_invocation_count"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","303","mas-0.log","4608","4608","46917997","137","http://127.0.1.1:8080/cells/33/33","http://127.0.1.1:8080/cells/33/34","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","304","mas-0.log","4623","4623","46918124","127","http://127.0.1.1:8080/cells/33/34","http://127.0.1.1:8080/cells/33/35","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","305","mas-0.log","4640","4640","46918242","118","http://127.0.1.1:8080/cells/33/35","http://127.0.1.1:8080/cells/33/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","306","mas-0.log","4657","4657","46918383","141","http://127.0.1.1:8080/cells/33/36","http://127.0.1.1:8080/cells/32/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","307","mas-0.log","4673","4673","46918520","137","http://127.0.1.1:8080/cells/32/36","http://127.0.1.1:8080/cells/31/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","308","mas-0.log","4688","4688","46918654","134","http://127.0.1.1:8080/cells/31/36","http://127.0.1.1:8080/cells/30/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","309","mas-0.log","4702","4702","46918799","145","http://127.0.1.1:8080/cells/30/36","http://127.0.1.1:8080/cells/31/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","310","mas-0.log","4717","4717","46918917","118","http://127.0.1.1:8080/cells/31/36","http://127.0.1.1:8080/cells/31/35","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","311","mas-0.log","4731","4731","46919062","145","http://127.0.1.1:8080/cells/31/35","http://127.0.1.1:8080/cells/31/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","312","mas-0.log","4746","4746","46919211","149","http://127.0.1.1:8080/cells/31/36","http://127.0.1.1:8080/cells/32/36","0","0"
